图片,标题,简介,作者,收藏数量,评论数量,类型
http://pic.ecook.cn/web/262444707.jpg!s4,自制香菇粉,"香菇热量低，蛋白质、维生素含量高，能提供宝宝身体所需的多种维生素，对宝宝生长发育很有好处。对增强宝宝免疫力，预防感冒病毒也有良好的效果。由于宝宝消化系统比较娇弱，做香菇时一定要洗净、蒸透，煮烂。要想充分吸收香菇的营养，最好选择干香菇。

今天我就用干香菇做成了香菇粉，这样不仅方便宝宝食用，还易吸收呢！对小月龄的宝宝来说，辅食不加盐，加些天然调味品，不仅促进宝宝的食欲，富含的营养也易于宝宝吸收。",z是晨熙的妈妈,194,25,孕婴
http://pic.ecook.cn/web/263338768.jpg!s4,10+蔬菜蒸蛋,专治不爱吃蔬菜的宝宝,小糯米妈,297,25,孕婴
http://pic.ecook.cn/web/265252349.jpg!s4,蛋黄甜甜圈饼干,下午做双皮奶剩下2个蛋黄，顺手给孩子做饼干吧，俩娃都喜欢吃圈圈有洞洞的类似甜甜圈的饼干，今天做蛋黄甜甜圈饼干，俩娃喜欢的不得了，一会儿就饼干吃完了！,邱邱的厨房日记,319,24,孕婴
http://pic.ecook.cn/web/262841195.jpg!s4,猪肉大虾煎饺,虾味道鲜美，营养丰富，还是蛋白质含量很高的食物，配上猪肉香菇做成煎饺，很香，一天可以吃二顿。,墨墨君安,1620,62,孕婴
http://pic.ecook.cn/web/257882618.jpg!s4,圆土豆+肉末火腿丁土豆泥,  土豆是中国五大主食之一 ，营养丰富，有维生素B，维生素c，和大量的膳食纤维，能帮助身体带走油脂和垃圾，日常生活中可以多食用土豆。,茹妈美食记,654,61,孕婴
http://pic.ecook.cn/web/261221877.jpg!s4,宝宝健康食谱  黄金小窝头,多吃粗粮有益健康，尤其是小朋友一定要经常吃点粗粮，对健康成长非常有益。黄金小窝头是玉米面做的，小巧精致，色泽金黄色，它的样子和名字是一样的，圆锥形锥底部有一个向里面凹进去的小洞，故得名窝窝头。多吃粗粮有益健康，黄金小窝头口感松软，营养丰富~,高兴KX,297,24,孕婴
http://pic.ecook.cn/web/257282342.jpg!s4, 海苔时蔬三宝,"宝宝辅食：参考月龄一岁以上
偶尔给宝宝锻炼下咀嚼能力吧",媱铭麻麻,269,53,孕婴
http://pic.ecook.cn/web/227808720.jpg!s4,动脑筋做让小朋友爱吃的素菜——番茄菜花 ,"泽泽上幼儿园之后，早餐和午餐会在幼儿园吃，我只需要动脑筋在他的晚餐上就可以了，所以轻松不少。我给他做晚餐的原则就是有肉有菜有汤，当然在我不偷懒的情况下，嘿嘿。汤我一般一周熬一次骨头汤，分小份装好冷冻，一天一份，做的汤也简单，鸡蛋汤，海藻汤，菜汤等等，有人说骨头汤不补钙，我其实也不是为了给他补钙，目的很单纯就是好喝，不用很多调味料，放点盐就OK，煮面条也很好，放点菜叶就可以了！像上班族想给家人给孩子做好饭，想让自己省力又做得好吃就得动点脑筋是不是？
  通常孩子都不爱吃素菜，因为啥？用泽泽的话讲就是没味道被，不好吃！还有的素菜就是味道太重，像芹菜什么的，孩子的味蕾敏感，味道很冲的也不爱吃。那就得想点办法了！今天说说这个菜花，菜花就是没味道的菜的代表，不和肉炒，不放重料（比如干锅菜花）还真是难做的好吃，别说孩子了，大人可能都不爱吃。但是干锅菜花味道太重也辣，不适合小孩子吃，今天做的这个番茄菜花就很适合，菜花吸收了酸酸甜甜的番茄味道，配上米饭那是相当好吃！而且营养也很丰富！我基本每天都会在微博发给泽泽做的晚餐",小春xiaochun,4940,67,孕婴
http://pic.ecook.cn/web/259820208.jpg!s4,辅食计划~芝麻小酥饼,"适龄：12M+
简单零失败的小酥饼，烤一盘给小朋友当小零食很不错~又香又酥，自己做的没有添加剂，给孩子吃更放心！",茹妈美食记,321,57,孕婴
http://pic.ecook.cn/web/260269853.jpg!s4,鳕鱼酿秋葵,鳕鱼和秋葵搭配，营养丰富，宝宝辅食的不二选择。十个孩子九个不爱吃蔬菜，为了能让宝宝们都吃蔬菜，妈妈们可是挖口心思的变着法做辅食。我也不例外，为了让二宝多吃蔬菜，天天把蔬菜放在他喜欢吃的食物里，做到荤素搭配。鳕鱼是我家二宝最喜欢吃的鱼，天天吃都吃不腻的感觉，所以二宝小的时候我经常把蔬菜加到鳕鱼泥里，混着给他吃。现在大了，食物不用那样精细了，但还是要混合搭配了蔬菜才吃的多点。今天小编教大家做的是鳕鱼酿秋葵，鳕鱼我一直选的南极直达的，他们家的海鲜能做到零融化的，品质得到了保障，是我做辅食的首选 。秋葵是碱性食物，秋葵嫩果中有黏黏的液体物质，这种黏液含有果胶和黏多糖类等多糖。黏多糖具有增强机体抵抗力，维护人体关节腔里关节膜和浆膜的光滑效果，并有助于消化，秋葵中钙的含量是牛奶的双倍。秋葵中维生素A的含量很高，有益于视网膜健康、保护视力。这么好的食材，当然要给宝宝吃了，我在里面塞上宝宝最爱吃的鳕鱼肉，这小子一口气吃了三个。今天这款辅食适合18个月以上的宝宝。南极直达鳕鱼100克、蛋清15克、秋葵5个、山药20克、柠檬三片、番茄酱少许,我叫一尾鱼,278,35,孕婴
http://pic.ecook.cn/web/258002375.jpg!s4,黑芝麻簿脆,黑芝麻簿脆：顾名思义、又簿又脆又香。是一款非常容易上手且零失败的小饼干，通过对鸡蛋、白糖打发蓬松，加以面粉拌匀、再分片烤熟；热吃有点软粘，凉透后吃：香脆酥松，口感类似小时候吃过的蛋黄元饼干，但又多了层芝麻香；家里有小朋友的，用它做零食、做辅食都是很不错的且营养又卫生，而且一口一片吃的也方便；就如咱这个大馋猫没一会功夫就下肚好多片了~~~,老方小雨,372,31,孕婴
http://pic.ecook.cn/web/248055509.jpg!s4,杂蔬鳕鱼猫饭团—宝宝从此爱上吃蔬菜,"今天先来炒个家常的蔬菜饭，再来个模具造型下，最终的样子非常可爱，味道也很赞，别看它小小个，超有营养哦，如果家里有不爱吃蔬菜的宝宝，一起来试试吧。
各种蔬菜的营养不多说了，这饭里还加了鳕鱼，给饭增添了鲜味的同时还能给宝宝补充充足的DHA，促进大脑的发育。好看又有营养的饭团，打开宝宝胃口的好伙伴！",一日五餐辅食,363,41,孕婴
http://pic.ecook.cn/web/257792029.jpg!s4,#感恩节食谱#   排骨藕汤,湖北有千湖之省的美称，湖多藕多，对湖北人来说，排骨藕汤代表家的味道！藕和排骨一起炖，藕吸收排骨里的油，吃起来粉糯可口，排骨肉烂脱骨，鲜香味美，此汤营养丰富，开胃益血，有补气补钙的功效！感恩节，炖一道排骨藕汤，和家人享受温馨时光。,紫色浪漫wh,386,242,孕婴
http://pic.ecook.cn/web/263156926.jpg!s4,鲜掉眉毛的丝瓜豆腐汤,豆腐不仅能满足人一天所需的钙质，还能使肌肤嫩滑免生暗疮，丝瓜更是美容佳品，今天我们就做一道简单又快速的“丝瓜豆腐汤”，五分钟就能做好，美容减肥又补钙，清甜的丝瓜加上鲜美嫩滑的豆腐，光是翠绿的色泽就让人食欲大增，更别说这鲜到掉眉毛的汤了，女士经常喝好处多多，好啦，我们开始！,西蘭,1512,47,孕婴
http://pic.ecook.cn/web/263792793.jpg!s4,豆浆布丁,紫色诱惑！！！,归家小厨,690,34,孕婴
http://pic.ecook.cn/web/256872753.jpg!s4,#宝宝辅食#香菇小米营养肉饼,相信很多宝妈家总有为小家伙吃饭着急的！夏妈分享一款营养小饼，自制方法！好吃有营养哦！,夏妈厨房,2623,274,孕婴
http://pic.ecook.cn/web/258292804.jpg!s4,宝宝脆皮虾,方法操作简单的脆皮虾，成了宝宝餐桌上的最爱～,sunbao麻麻,925,49,孕婴
http://pic.ecook.cn/web/257718754.jpg!s4,创新营养宝宝辅食雪耳水蒸蛋,家有宝宝的肯定少不了水蒸蛋，今天带来一款用雪耳水蒸蛋，特别鲜美顺滑！表面稍微装饰一下就很好吃！,夏妈厨房,420,26,孕婴
http://pic.ecook.cn/web/262915689.jpg!s4,洋葱圈鸡蛋肉糜饼,宝贝看到这款洋葱圈，强烈要求让我帮他做，在吃的方面基本都满足他，这道洋葱圈营养丰富，用了很多配料，有洋葱，肉糜，鸡蛋，玉米粒，胡萝卜丁，豌豆，简单易学。营养均衡。,枭笑h,337,32,孕婴
http://pic.ecook.cn/web/262189228.jpg!s4,宝宝奶片,"★满妈厨房★
因为我经常在家做各种美食，导致满宝每天都跃跃欲试，缠着我要一起做好吃的。

这种积极性不能打消，鼓励他一起动手，就算把厨房闹翻天，也要让他参与，体验一下自己制作的成就感。

果味奶片就是我们一起动手制作的，压成自己喜欢的样子，紧紧盯着烤箱，端出来用小扇子扇凉，再小心翼翼装到小罐子保存，每一步都充满着好奇，认真尝试着完成，可能吃着都觉得更香吧。

因为做的量比较少，所以只用了一点点果汁，颜色不明显，有黑点点的就是猕猴桃的。

满妈提示：不要做的太多，因为烘干后也容易受潮，毕竟家里设备不专业，保存时间较短。

烘烤时间再长，也是软的，类似奶酪糖。外面卖的奶片是压片机制作的，所以很硬。",满妈厨房,314,33,孕婴
http://pic.ecook.cn/web/260648319.jpg!s4,12个月以上辅食 牛肉香菇蛋炒饭,"牛肉60g 洋葱10g 西蓝花一小颗 鸡蛋3个 胡萝卜10g 香菇2朵 淀粉适量 熟米饭三碗
这个分量是三个人的分量 给一个孩子吃请减量",小小辅食日记,269,16,孕婴
http://pic.ecook.cn/web/255907332.jpg!s4,五香鹰嘴豆～健康满分的小零嘴,"鹰嘴豆，名如其形！它是豆类中营养价值相当丰富的一种！享有“快乐豆”“长寿豆”等美誉！追求健康饮食的我自然宠幸它成为我家餐桌上的御食之一！作为小零嘴，它也是风味十足，我们一家都喜欢吃着它看电视！
鹰嘴豆富含叶酸、钾、镁、磷、锌、铜和维生素B1，还含有一定数量的烟酸、维生素B6、泛酸、钙和纤维。鹰嘴豆在补血、补钙等方面作用明显，还是糖尿病、高血压患者的最佳食品哟！",陀螺妈妈zjr,213,371,孕婴
http://pic.ecook.cn/web/263559908.jpg!s4,胡萝卜牛肉蛋饺,特别美味的蛋饺，蛋香加上肉香！可以直接吃，也可以用来煮面或者放汤吃！,嗯嗯妈,226,19,孕婴
http://pic.ecook.cn/web/264584991.jpg!s4,椰奶小方【零失败】,夏日甜品，绵软浓香，清甜爽口。,~小海豚~,329,24,孕婴
http://pic.ecook.cn/web/262858460.jpg!s4,浪漫气息爆棚的蔓越莓牛轧糖,超级喜欢花生和蔓越莓的搭配，蔓越莓的酸甜口味中和了牛轧糖的甜腻，也为牛轧糖增添了一份喜庆的色彩。这次用了粉白色的棉花糖，浪漫气息爆棚~,西蘭,196,19,孕婴
http://pic.ecook.cn/web/263057412.jpg!s4,雪菜香菇团子,醒脑提神。雪里蕻含有大量的抗坏血酸，是活性很强的还原物质，参与机体重要的氧化还原过程，能增加大脑中氧含量，激发大脑对氧的利用，有醒脑提神，解除疲劳的作用。,小爱私厨,979,60,孕婴
http://pic.ecook.cn/web/262694992.jpg!s4,宝宝最爱的小蜜蜂豆包,这个豆包超可爱的，制作方法也很简单营养丰富，好消化适合宝宝，也适合美美哒小仙女。,雾荷酱,213,31,孕婴
http://pic.ecook.cn/web/263966764.jpg!s4,南瓜燕麦饼,今天分享一道做法简单又好吃，零失败零厨艺，食材常见，吃起来超香！,西蘭,349,33,孕婴
http://pic.ecook.cn/web/263186010.jpg!s4,高颜值～草莓奶昔, 草莓都是大家喜欢的水果，因为其口感甜，颜值又高，草莓与酸奶搭配在一起的草莓奶昔味道更是超赞！,妙江南,386,26,孕婴
http://pic.ecook.cn/web/262556450.jpg!s4,葱花肉末蒸蛋,今天闲来无事，人也感觉没有那么疲劳了，于是就去买了一些瘦肉剁成肉末，再配以葱花，加入鲜鸡汁等调味料，搅拌均匀后加入鸡蛋液往蒸炉上一放，轻轻一按按键，一份美味的肉末葱花水蒸蛋就完成了。做法超级简单，材料也简单，快手还特别美味呢，猪肉鲜香味美，鸡蛋滑嫩香口，小朋友吃了之后，她一直都在夸赞不停，就连老公也称好吃，大人小孩都喜欢，并且还特别营养哦，这道菜给幼小的宝宝吃也是最合适的。,瑗瑗baby,266,34,孕婴
http://pic.ecook.cn/web/257520003.jpg!s4,另类的吃鱼方式，没刺又Q弹,因为做给宝宝吃的一款辅食～又是一款手指食物，可以让宝宝抓着吃哦。这次用了西兰花和胡萝卜搭配，宝妈们也可以利用家里现有的食材，这样做出来的鱼糕，每一口都是满满的营养。被麻麻改良成了一道老少皆宜的小点心，哈哈,可多麻麻,503,100,孕婴
http://pic.ecook.cn/web/260405295.jpg!s4,番茄丝瓜蛋黄虾皮粥,"粥是辅食中不可缺少的一样，软糯好咀嚼好消化，一岁以下宝宝4顿辅食中吃一次粥是很正常的。但如果只是白粥，营养密度比较低，我们需要在粥里加些杂粮、蔬菜、肉蛋鱼等提高米粥的营养密度。吃白粥，我们只是将宝宝的肚子塞饱了，起不到多大的营养作用，宝宝饿的快易便秘容易缺乏一些营养素。

全职妈妈或者奶奶保姆带娃的需要一个可以预约煮粥、饭的炖盅，很是方便。比如今天的粥，可以除了蛋黄，一股脑的都放进炖盅，吃的时候加入蛋黄搅拌几圈。下图图片是不一样月龄粥的稀稠度。如果是砂锅炖经常开盖，挥发些水蒸气，水量还要再加些。

参考月龄：7M+",一日五餐辅食,411,37,孕婴
http://pic.ecook.cn/web/263559264.jpg!s4,西兰花玉米鸡肉糕（芝士焗烤版）,美味的西兰花玉米鸡肉糕怎么做简单又好吃，厨娘今天推荐一版新吃法，与芝士混合在一起烘烤的吃法，别有一番味道！宝宝辅食、宴请宾客都是极好的选择哟！,归家小厨,518,25,孕婴
http://pic.ecook.cn/web/235401743.jpg!s4,宝宝辅食：豆腐箱（肉末酿豆腐）,"咬开一口鲜嫩多汁，口感柔嫩，美味又下饭！18M+
豆腐箱（肉末酿豆腐）
咬开一口鲜嫩多汁
肉末中加香菇，虾米，味道会更加鲜美

因为是做给小宝宝吃的
只加了点宝宝酱油和盐
最后用水淀粉勾芡

成品口感柔嫩，汤汁浓郁，美味又下饭",窝小芽,558,27,孕婴
http://pic.ecook.cn/web/262723329.jpg!s4,蛋黄溶豆,"入口即化，健康又营养
",茹絮,703,49,孕婴
http://pic.ecook.cn/web/258941894.jpg!s4,鲜草莓，蓝莓溶豆,说实话以前还真不知道有这么个玩意，而且还专门有的卖，是一种婴幼儿的辅食，遇见这溶豆还要从前段时间一个朋友的托付开始，朋友家的小宝幼儿园要举办一场慈善美食义卖活动，就是家长自行在家做好一样拿手的美食拿去幼儿园里售卖，售得的款项用来捐赠给一个大班患重疾的孩子，我这朋友平时上班比较忙，就想到让我帮着做一样别人都没做过的美食，我开始说了好多个，朋友都说有人做了，这下可犯难了，又要能放，又不怕变凉，又要又卖相，量又那么大，这可真不简单呐！于是我想到孩子爱吃的也就这么些东西，在网上厨房查了查，突然被着溶豆吸引了，说干就干，叫朋友买了一堆材料，本想着量这么大，按小比例加大一次多做点，结果可想而知，以失败而告终，不死心的我第二天硬是按小比例一份一份的做出了七份，花了整整一天的时间，我这耐心用心也真是没谁了！不过累点也是值得的，不仅又学会了一种美食，而且这美食入口即化，无人能抗拒！这不今天还许给兔崽子的愿，给她特地做了一份！,爱在一日三餐,161,21,孕婴
http://pic.ecook.cn/web/263630553.jpg!s4,胡萝卜青椒海米饺子,今天是立秋，我们这里的风俗习惯是吃饺子，刚好冰箱还有胡萝卜，泡了点海米，加点青椒，味道出奇的鲜美无比，胡萝卜的胡萝卜素转变成维生素A，在预防上皮细胞癌变的过程中具有重要作用，胡萝卜中的木质素也能提高。作为一种抗氧化，具有抑制氧化及保护机体正常细胞免受氧化损害的防癌作用，胡萝卜素既有造血功能补充人体所需的血液，从而改善贫血或冷血症，同时含有丰富的钾，胡萝卜含有植物纤维吸水性强在肠道中体积容易膨胀是肠道中的“充盈物质”，胡萝卜中的维生素A是骨骼正常发育的必需物质，有利于细胞的生殖与增长。,月色家的小厨房,155,14,孕婴
http://pic.ecook.cn/web/262773127.jpg!s4,改良版香菇酿肉,前几天在朋友家吃了一次香菇酿肉，过了好几天都想念那美滋滋的味道，后来自己在家做，发现根本不需要厨艺也能做得很好吃，原材料本身就很美味呀，要给宝宝做午餐了，今天改良一下，做一道营养丰富一家人都可以吃的香菇酿肉。,西蘭,1974,68,孕婴
http://pic.ecook.cn/web/256002972.jpg!s4,胡萝卜虾饼,这款胡萝卜虾饼适合作为宝宝辅食的早餐点心和下午茶，同时也是很好的手指食物。加入了胡萝卜让虾饼没了腥味，味道清甜。光看材料就知道这个饼的营养啦，味道也是超赞的，是挑食宝宝都抵挡不了的美味哦。,桔子妈食记,890,521,孕婴
http://pic.ecook.cn/web/258467246.jpg!s4,黑芝麻鸡蛋瓦片饼干 根本停不下来的宝宝零食,真材实料制作的黑芝麻鸡蛋饼干果然不同凡响，闻起来就是浓浓的蛋香味，吃起来更是又脆又香，甩外面卖的几条街，宝宝吃开了根本就停不下来，并且这款饼干超级低糖，略有微微的甜味，作为宝宝的零食再合适不过了。再加上材料非常普通，制作又及其简便，非常值得一试。其实别说是孩子了，连大人吃起来也是接二连三停不住。,千寻树,1904,54,孕婴
http://pic.ecook.cn/web/258100798.jpg!s4,网格鸡蛋饼,"鸡蛋饼都吃过吧，腻了没？最普通的鸡蛋饼换个花样，很容易熟，也很软，用来练牙口刚刚好，可以做主食可以做零食，非常简单的小饼，我失败过一次，下面有我失败的总结。
食谱亮点：
第一次做失败了，败在面糊结块我没理会，继续做挤得时候，经常交通阻塞，面糊要么出不来，出来就是一大团。接着将裱花袋的口剪大，挤出来的“窗花”毫无美感，都是粗粗的一团。第二次过筛了下，发现好挤的不得了。太简单了吧。
面糊可以提前做好，前一晚做好第二天当早餐，或者全职妈妈在中午孩子睡觉的时候将面糊做好，等孩子醒了，挤挤挤很快就能吃了。
柚妈小叮咛：
周岁以下的宝宝还不能用纯牛奶，配方奶替代，没有配方奶用鸡蛋、水替代都可以。
参考月龄：8M+",一日五餐辅食,234,25,孕婴
http://pic.ecook.cn/web/258970901.jpg!s4,蛋黄溶豆 宝宝健康辅食,"做完蛋白糖，蛋黄怎么办？做蛋黄溶豆刚刚好！蛋黄溶豆绝对绝对是不爱吃蛋黄的宝宝们的福音啊！做完没两天，宝宝就吃完了。
老人、宝宝蛋黄补充可以用这个食谱。这个食谱做出的蛋黄溶豆不会很甜，但建议糖的用量最好根据家里人自身情况，需要减少可自行减量哦！",页家小猫,250,20,孕婴
http://pic.ecook.cn/web/50510043.jpg!s4,天冷了，来碗猪大骨暖身汤,不知不觉已入深秋，北方天也渐渐地冷了，在这样冷的季节里，最适合煲上一锅大骨汤，喝了可以满身暖和和的，去掉一身寒气不说，而且骨髓的香味在唇齿间留香，若是放上山药一起同煮，不仅具有很好的补钙作用，味道更是美妙。,开心果子365,519,160,孕婴
http://pic.ecook.cn/web/260690368.jpg!s4,紫菜虾米蛋炒饭,紫菜、虾米是补钙补碘的佳品，炒出的米饭也是香香的,化妆师小姐姐,213,33,孕婴
http://pic.ecook.cn/web/265092206.jpg!s4,黄瓜炒虾仁,鲜美的虾仁搭配清爽可口的黄瓜，可以治愈一切无胃口，虾仁富含蛋白质，黄瓜含有大量的维生素和膳食纤维，可以作为家常菜，多吃有益健康。,皓月天空3331,247,11,孕婴
http://pic.ecook.cn/web/264161751.jpg!s4,鸡蛋豆腐羹,所有成本加起来不到3元钱，可以做出一个全家人喝得暖洋洋的鸡蛋豆腐羹，不信？你试试就知道啦(^-^),薯条沾腐乳,214,18,孕婴
http://pic.ecook.cn/web/253567218.jpg!s4,胡萝卜小排汤,"胡萝卜为:果，蔬，药，兼用之品。富含丰富的维生素。
排骨有滋阴润燥，补钙功效。用它煲汤味鲜美干润，且补中益气。两者搭配熬汤营养全面。",枭笑h,1035,456,孕婴
http://pic.ecook.cn/web/260613168.jpg!s4,家常菜+蒲瓜炒虾皮,"在夏天，炒蒲瓜、蒲瓜汤是人们解暑的好菜品。能有效清热去火、抗病毒、提高免疫力，还能养颜护肤哦！
虾皮含有丰富的蛋白质和矿物质，尤其是含钙量极为丰富，是缺钙补钙的最佳食品！",妙江南,172,38,孕婴
http://pic.ecook.cn/web/262938100.jpg!s4,玉子豆腐酿虾仁,"玉子虾仁

   做一道健康的玉子虾仁，蒸菜健康没有炒炸这么油腻，玉子豆腐嫩滑，
口感味道跟蒸水蛋很接近，为了孩子的健康，变换花样做，
今天这道菜做法简单，而且又好吃赶快学起来吧",丹霞44620,268,34,孕婴
http://pic.ecook.cn/web/263434454.jpg!s4,木耳炒肉片,简单快手菜，木耳清肠，黄瓜排毒，好吃不胖,hb俗人,680,28,孕婴
http://pic.ecook.cn/web/262974453.jpg!s4,紫薯酸奶杯,"最近爱上了紫薯酸奶杯，它酸甜可口，饱腹感极强，低卡又健康！
关键做法超级简单，5步搞定，一学就会。
紫薯富含花青素和膳食纤维，酸奶富含优质蛋白，氨基酸等多种营养物质。营养相当丰富啊，大家做起来。👏",-薄荷糖的味道-,1324,55,孕婴
http://pic.ecook.cn/web/264753409.jpg!s4,黄瓜炒香肠,今天就地取材做了这道黄瓜香肠炒鸡蛋，简单快手的下饭菜，荤素搭配，营养均衡，特别针对平时不爱吃蔬菜的宝宝，我家宝贝就是其中之一，平时不爱吃蔬菜，每次我都会荤素搭配这样炒，小家伙吃的不亦乐乎。,枭笑h,513,18,孕婴
http://pic.ecook.cn/web/264190123.jpg!s4,柠檬膏,柠檬膏化痰止咳、润肺清火效果非常好！家中常备，每天泡水喝一杯，比什么咳嗽感冒药都有效。而且做法超简单，一口电饭锅，轻松两步就可以搞定！,西蘭,374,24,孕婴
http://pic.ecook.cn/web/264001522.jpg!s4,冬至美食 吐司披萨,今天用吐司做苹果派剩了一大堆吐司边，用来做成了无敌美味又好吃的吐司披萨，简直不要太好吃！用来当早餐、下午茶都好赞，低卡又饱腹，好吃又营养！赶紧来看看～,西蘭,564,35,孕婴
http://pic.ecook.cn/web/255406352.jpg!s4,龙利鱼蔬菜粥,"蔬菜直接炒吃宝宝是不太爱的，多数我都会煮粥或者做成蔬菜饼。这款龙利鱼蔬菜粥，软糯鲜香，营养丰富，也比较容易吸收。
龙利鱼肉细嫩无刺，口感爽滑，鱼肉久煮不老，无腥味和异味，属于高蛋白、低脂肪、富含维生素的优质比目鱼类。
🌟龙利鱼含有丰富的不饱和脂肪酸和蛋白质，能够幼儿里青少年更好的生长和发育。
",凡妈小厨,599,1181,孕婴
http://pic.ecook.cn/web/263080982.jpg!s4,小白兔馒头,每个宝宝都是卡通控，同样的食物只要改变一下形状，就能让他们食欲倍增，今天丁当老娘教大家做一窝小白兔^_^…,丁当老娘,931,51,孕婴
http://pic.ecook.cn/web/262645950.jpg!s4,奶香南瓜紫薯泥,"辅食只是宝宝从乳食过度到饭食的桥梁。

6个月后的婴儿正式添加辅食后，每日的辅食配比大概是：主食50%＋蔬菜30%＋水果10%＋肉蛋10%，但一岁半以前还是以奶为主，辅食为辅。",z是晨熙的妈妈,177,25,孕婴
http://pic.ecook.cn/web/257287874.jpg!s4,宝宝辅食之小白菜蛋黄米糊,"随着宝宝一天天长大，宝宝对营养物质需求量更大，光给宝宝吃米粉可不够。

宝宝一日摄入必须包含以下类别的食材：
❤提供碳水化合物的主食
❤提供膳食纤维和矿物质、维生素的果蔬
❤提供大量蛋白质的肉蛋水产
❤提供优质蛋白富含钙质的奶类、豆制品

而今天分享的小白菜蛋黄米糊，有提供碳水化合物的米粉，提供膳食纤维和矿物质、维生素的小白菜，及提供优质蛋白的鸡蛋。所以营养价值杠杠的。

",昵称253832223,231,15,孕婴
http://pic.ecook.cn/web/256710913.jpg!s4,#咸味#秋季补钙佳品#鲫鱼豆腐汤,鲫鱼豆腐汤含有丰富的蛋白质，是秋季养生不可缺少的一道汤。一起给家人做起来吧！,枭笑h,1799,284,孕婴
http://pic.ecook.cn/web/265237408.jpg!s4,黑米馒头,日常饮食总是粗茶淡饭的多，黑米馒头朴实无华，香甜劲道 ，非常养人！ 淡淡的甘甜和黑米淡淡的香味，越嚼越香甜。,归家小厨,266,21,孕婴
http://pic.ecook.cn/web/258779609.jpg!s4,12m+宝宝蒸蛋糕（宝宝辅食）,"欢迎大家关注我的公众号“花姐小食光”，获取更多营养美味的辅食。
今天教大家一道，宝宝蒸蛋糕。这个蒸蛋糕和之前用烤箱做的蛋糕的区别，就是食材选择上更简单一些。面粉、鸡蛋、白砂糖，家里常用的食材就能做。口感上，香甜绵软，吃起来的口感有一点筋道，怎么说呢，比馒头瓷实一点点吧。给宝宝当成早餐或者下午茶，都是非常完美的！套用一句广告语，“我对你的爱是蒸的！”做起来吧！",花姐小食光,1596,50,孕婴
http://pic.ecook.cn/web/259302671.jpg!s4,#宝宝辅食#香菇虾仁糯米烧卖 24M+,"想吃烧卖想了比较久，外面买的都有猪肉。（雨点爸爸是回族，所以家里不吃猪肉）冬至买了饺子皮回来，索性包成烧卖了。自己包出来的，味道棒棒哒。因为还给雨点吃了一点，所以没放乱七八糟的调料。
不过因为是糯米的，所以宝宝要尽量少吃。

香菇虾仁糯米烧卖 24M+
难度：中
同时：1小时30分钟
用具：纱布",小羊咩咩咩,197,26,孕婴
http://pic.ecook.cn/web/257878924.jpg!s4,麻油鲫鱼浓汤,"在寒冷冬季，热汤热饮最受欢迎，暖心暖胃的感觉真好，
这一款浓汤，适合家里老人小孩，孕产妇， 那就是麻油鲫鱼浓汤，
浓浓的汤，无刺，口感细腻，乳白色的浓汤，鲜美的口感，适合1周岁以上宝宝的辅食， 
鱼类含有很多钙质，给老人补钙也是不错的选择， 
添加了麻油又适合孕产妇，我们中国做月子讲究，吃食也讲究， 
麻油和鲫鱼都能帮助产妇恢复，是一款不错的佳品！
把浓汤再煮沸还可以下面条，不添加任何调味，快手完成一款热汤面!",希味淡,239,36,孕婴
http://pic.ecook.cn/web/260172704.jpg!s4,宝宝快手蛋糕,"前几年热衷做各种西点，蛋糕饼干面包等等都做，会羡慕那些灵巧的手，特别是能将复杂的过程做出复杂的造型。学了营养有了孩子更加追求的是如何做的营养，很多西点面临的就是高油高糖，如果可以少点油少点糖，如果可以简单的做出来就不想复杂的做，因为做出来孩子一样喜欢吃，在孩子眼中，不管你过程复杂不，好吃就行。

今天我还可以在里面加些薯类，不是很好吗？

参考月龄：10M+",一日五餐辅食,238,35,孕婴
http://pic.ecook.cn/web/256913527.jpg!s4,手指饼干装饰饼干辅食饼干,无添加手指饼干 （超级简单实用）,梓云的妈妈,765,49,孕婴
http://pic.ecook.cn/web/255876495.jpg!s4,豌豆蒸蛋糕,豌豆的蛋白质含量高，绿油油的也很吸睛。它含人体所需的各种氨基酸，在豆类中维生素C含量最高，它的维生素A还能帮助孩子明目护眼，促进生长发育，在最有利于孩子生长发育的蔬菜排名第一,桐小宝妈妈,218,47,孕婴
http://pic.ecook.cn/web/263884390.jpg!s4,糯米南瓜盅,"听说南瓜和万圣节更配哦！
今天我们来制作一款香甜软糯倍儿好吃，有颜值的美味糯米南瓜盅！
经过了一个夏天的高温，
我们的脾胃需要休息，
糯米南瓜盅易消化养脾胃，
又可以补肺通便，
就像秋天那一抹清凉，沁人心脾。
南瓜香甜，二米糯香，冬菇鲜美，
真是意想不到的回味。",归家小厨,432,38,孕婴
http://pic.ecook.cn/web/263023440.jpg!s4,酱香肉沫四季豆,酱香味浓郁，好吃下饭,hb俗人,1254,42,孕婴
http://pic.ecook.cn/web/263920905.jpg!s4,胡萝卜小米粥,"胡萝卜和小米一起煮，调失眠，补气血，改善视力！
疾病都是吃出来的，很多人不注重养生造成的，今天为大家伙推荐一道养生滋补粥，煮小米粥时加入一根胡萝卜，胡萝卜和小米是纯天然的绝配，吃起来爽口嫩滑，是我们生活中的美食，能够补充维生素，缓解眼部疲劳，暖胃养胃，滋阴润肺，补中益气。",归家小厨,441,26,孕婴
